sku,model_number,name,category,msrp,final_price,description,bullet_features,uri,release_date,in_stock
34WK95U-W,MD05913936,34 Inch Class 21:9 UltraWide® 5K2K Nano IPS LED Monitor with HDR 600 (34 Inch Diagonal),"[""b2c"", ""computing"", ""monitors"", ""ultrawide""]",1499.99,1499.9900,LG 34'' Class 21:9 UltraWide™ 5K2K Nano IPS LED Monitor with HDR 600 - 34WK95U-W - Seriously professional - Thunderbolt™ 3 - 4-Side Virtually Borderless Design - DCI-P3 98%,"[{""priority"": ""1"", ""bullet_feature"": ""34\"" UltraWide® Nano IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""5K2K WUHD (5120 x 2160) Resolution""}, {""priority"": ""3"", ""bullet_feature"": ""Thunderbolt™ 3""}, {""priority"": ""4"", ""bullet_feature"": ""DCI-P3 98%""}, {""priority"": ""5"", ""bullet_feature"": ""HDR Support""}, {""priority"": ""6"", ""bullet_feature"": ""4-Side Virtually Borderless Design""}]",https://lg.com/us/monitors/lg-34wk95u-w-ultrawide-monitor,2020-03-13T00:00:00+00:00,Y
SK1,MD05950636,LG SK1 2.0 Channel Compact Sound Bar with Bluetooth® Connectivity,"[""audio"", ""b2c"", ""sound_bars""]",99.99,99.9900,Enjoy favorite movies like never before with the LG SK1 Sound Bar.,"[{""priority"": ""1"", ""bullet_feature"": ""Compact Design""}, {""priority"": ""2"", ""bullet_feature"": ""Bluetooth Streaming""}, {""priority"": ""3"", ""bullet_feature"": ""TV Remote Compatibility""}]",https://lg.com/us/soundbars/lg-sk1-soundbar,2020-04-25T00:00:00+00:00,Y
CK99,MD05982137,LG XBOOM Hi-Fi Entertainment System with Karaoke Creator,"[""audio"", ""b2c"", ""party_speakers"", ""speakers""]",1299.99,1299.9900,"LG XBOOM 5000W Hi-Fi Entertainment System with Karaoke Creator - CK99 - This powerful system pumps out thumping, thunderous low-end from its mighty 15"" woofer - DJ Effects","[{""priority"": ""1"", ""bullet_feature"": ""DJ Effects""}, {""priority"": ""2"", ""bullet_feature"": ""Multi-Color Party Lighting""}, {""priority"": ""3"", ""bullet_feature"": ""Karaoke Creator""}]",https://lg.com/us/speakers/lg-ck99-mini-shelf-stereo-system,2020-04-22T00:00:00+00:00,Y
27GL850-B,MD06064916,LG 27GL850 27 Inch UltraGear™ 1440P Nano IPS 1ms Gaming Monitor with G-Sync® Compatibility,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",349.99,349.9900,LG 27'' UltraGear™ Nano IPS 1ms Gaming Monitor with G-Sync® Compatibility - 27GL850-B - Your dream gaming monitor - Adaptive-Sync (FreeSync™) - 144Hz refresh rate - HDR10,"[{""priority"": ""1"", ""bullet_feature"": ""Nano IPS 1ms response time""}, {""priority"": ""2"", ""bullet_feature"": ""27” QHD (2560 x 1440) Nano IPS Display""}, {""priority"": ""3"", ""bullet_feature"": ""NVIDIA® G-SYNC® Compatible""}, {""priority"": ""4"", ""bullet_feature"": ""Adaptive-Sync (FreeSync™)""}, {""priority"": ""5"", ""bullet_feature"": ""144Hz refresh rate""}, {""priority"": ""6"", ""bullet_feature"": ""HDR 10""}]",https://lg.com/us/monitors/lg-27gl850-b-gaming-monitor,2021-05-24T00:00:00+00:00,Y
HU70LA,MD07000362,LG HU70LA 4K UHD LED Smart Home Theater CineBeam Projector – White,"[""b2c"", ""projectors"", ""tv_and_home_theater""]",1499.99,1499.9900,"LG 4K UHD LED Smart Home Theater CineBeam Projector (White) - HU70LA - Home cinema dreams become reality - Up to 140"" Display - Up to 1500 ANSI Lumens Brightness - HDR10","[{""priority"": ""1"", ""bullet_feature"": ""4K UHD (3840 x 2160) Resolution""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 1500 ANSI Lumens Brightness""}, {""priority"": ""3"", ""bullet_feature"": ""Up to 140” Display""}, {""priority"": ""4"", ""bullet_feature"": ""IP Control""}, {""priority"": ""5"", ""bullet_feature"": ""HDR10 & TruMotion""}, {""priority"": ""6"", ""bullet_feature"": ""LG ThinQ AI | Google Assistant | Alexa""}]",https://lg.com/us/projectors/lg-hu70la-4k-projector,2020-12-31T00:00:00+00:00,Y
27ML600M-B,MD07500133,27 Inch FHD IPS 3-Side Borderless Monitor with Dual HDMI,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",169.99,169.9900,"LG 27"" FHD IPS 3-Side Borderless Monitor with Dual HDMI - 27ML600M-B - IPS monitors help keep colors consistent at virtually any angle - Radeon FreeSync™ - On Screen Control","[{""priority"": ""1"", ""bullet_feature"": ""27” FHD (1920x1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""3-Side Virtually Borderless Design""}, {""priority"": ""3"", ""bullet_feature"": ""Radeon FreeSync™ Technology""}, {""priority"": ""4"", ""bullet_feature"": ""Dual HDMI""}, {""priority"": ""5"", ""bullet_feature"": ""Color Calibrated""}, {""priority"": ""6"", ""bullet_feature"": ""OnScreen Control""}]",https://lg.com/us/monitors/lg-27ml600m-b-led-monitor,2021-03-01T00:00:00+00:00,Y
AKB75455602,MD07500493,"Full Function Standard TV Remote Control Replacement For AN-MR500, AN-MR600, AN-MR650","[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",68.24,68.2400,LG TV Replacement Remote,"[{""priority"": ""1"", ""bullet_feature"": ""Replacement for older AN-MR500, AN-MR600, AN-MR650""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb75455602-tv-remote-control,2020-07-28T00:00:00+00:00,Y
32MN600P-B,MD07500691,31.5 Inch Full HD IPS Monitor with AMD FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",249.99,249.9900,"LG 32"" Full HD IPS Monitor with AMD FreeSync™ - 32MN600P-B - True color at wide viewing angles - Wall Mountable - On Screen Control - Reader Mode - Flicker Safe","[{""priority"": ""1"", ""bullet_feature"": ""Full HD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""AMD FreeSync™""}, {""priority"": ""3"", ""bullet_feature"": ""Reader Mode""}, {""priority"": ""4"", ""bullet_feature"": ""Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control""}, {""priority"": ""6"", ""bullet_feature"": ""Wall Mountable""}]",https://lg.com/us/monitors/lg-32mn600p-b-led-monitor,2020-06-08T00:00:00+00:00,Y
32MN50W-B,MD07500694,31.5 Inch Full HD IPS Monitor with AMD FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",179.99,179.0000,"LG 32"" Full HD IPS Monitor with AMD FreeSync™ - 32MN50W-B - True color at wide viewing angles - Wall Mountable - On Screen Control - Reader Mode - Flicker Safe","[{""priority"": ""1"", ""bullet_feature"": ""Full HD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""AMD FreeSync™""}, {""priority"": ""3"", ""bullet_feature"": ""Reader Mode""}, {""priority"": ""4"", ""bullet_feature"": ""Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control""}, {""priority"": ""6"", ""bullet_feature"": ""Wall Mountable""}]",https://lg.com/us/monitors/lg-32mn50w-b-led-monitor,2020-06-04T00:00:00+00:00,Y
HU70LAB,MD07501101,LG HU70LAB 4K UHD LED Smart Home Theater CineBeam Projector – Black,"[""b2c"", ""projectors"", ""tv_and_home_theater""]",1499.99,1499.9900,"LG 4K UHD LED Smart Home Theater CineBeam Projector (Black) - HU70LAB - Home cinema dreams become reality - Up to 140"" Display - Up to 1500 ANSI Lumens Brightness - HDR10","[{""priority"": ""1"", ""bullet_feature"": ""4K UHD (3840 x 2160) Resolution""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 1500 ANSI Lumens Brightness""}, {""priority"": ""3"", ""bullet_feature"": ""Up to 140” Display""}, {""priority"": ""4"", ""bullet_feature"": ""IP Control""}, {""priority"": ""5"", ""bullet_feature"": ""HDR10 & TruMotion""}, {""priority"": ""6"", ""bullet_feature"": ""LG ThinQ AI | Google Assistant | Alexa""}]",https://lg.com/us/projectors/lg-hu70lab-4k-projector,2020-11-29T00:00:00+00:00,Y
AN-GXDV55,MD07505102,LG GX OLED 55 inch TV Stand Mount,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",107.99,99.9900,"Prefer to put your LG GX-Series TV on furniture rather than the wall? Our flat-screen TV stand mount provides a nice, clean look from every angle. Learn more.","[{""priority"": ""1"", ""bullet_feature"": ""For mounting GX series TVs for furniture / shelf top display""}, {""priority"": ""2"", ""bullet_feature"": ""Includes display stand and back cover for cable control""}, {""priority"": ""3"", ""bullet_feature"": ""Compatible with LG GX OLED 55 inch TV (OLED55GXPUA/AUA)""}]",https://lg.com/us/tv-home-theater-accessories/lg-an-gxdv55-oled-tv-stand-mount,2020-05-15T00:00:00+00:00,Y
AN-GXDV65,MD07505103,LG GX OLED 65 inch TV Stand Mount,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",107.99,99.9900,"Prefer to put your LG GX-Series TV on furniture rather than the wall? Our flat-screen TV stand mount provides a nice, clean look from every angle. Learn more.","[{""priority"": ""1"", ""bullet_feature"": ""For mounting GX series TVs for furniture / shelf top display""}, {""priority"": ""2"", ""bullet_feature"": ""Includes display stand and back cover for cable control""}, {""priority"": ""3"", ""bullet_feature"": ""Compatible with LG GX OLED 65 inch TV (OLED65GXPUA/AUA)""}]",https://lg.com/us/tv-home-theater-accessories/lg-an-gxdv65-oled-tv-stand-mount,2020-05-15T00:00:00+00:00,Y
AN-GXDV77,MD07505104,LG GX OLED 77 inch TV Stand Mount,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",107.99,99.9900,"Prefer to put your LG GX-Series TV on furniture rather than the wall? Our flat-screen TV stand mount provides a nice, clean look from every angle. Learn more.","[{""priority"": ""1"", ""bullet_feature"": ""For mounting GX series TVs for furniture / shelf top display""}, {""priority"": ""2"", ""bullet_feature"": ""Includes display stand and back cover for cable control""}, {""priority"": ""3"", ""bullet_feature"": ""Compatible with LG GX OLED 77 inch TV (OLED77GXPUA/AUA)""}]",https://lg.com/us/tv-home-theater-accessories/lg-an-gxdv77-oled-tv-stand-mount,2020-05-15T00:00:00+00:00,Y
HU810PW,MD07515908,LG HU810PW 4K UHD Laser Smart Home Theater CineBeam Projector,"[""b2c"", ""collections"", ""gift_guide"", ""movie_lover_gift_guide"", ""projectors"", ""tv_and_home_theater""]",2999.99,2499.9900,"LG 4K UHD Laser Smart Home Theater CineBeam Projector - HU810PW - Optimal quality for any image and any environment - Up to 300"" of Screen Size - HDR10 - 2700 ANSI Lumens","[{""priority"": ""1"", ""bullet_feature"": ""4K UHD (3840 x 2160) Resolution""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 300’’ of Projection Screen Size""}, {""priority"": ""3"", ""bullet_feature"": ""Dual Laser with Lens Shift""}, {""priority"": ""4"", ""bullet_feature"": ""2700 ANSI Lumens""}, {""priority"": ""5"", ""bullet_feature"": ""2,000,000:1 Contrast""}, {""priority"": ""6"", ""bullet_feature"": ""HDR10 & HLG""}]",https://lg.com/us/projectors/lg-hu810pw-4k-laser-projector,2020-09-19T00:00:00+00:00,Y
EAD63769504,MD07516530,LG Laptop LAN Adapter EAD63769504,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",56.69,56.6900,LG Laptop LAN Adapter - USB-C to Ethernet Adapter- 10/100/1000Mbps - Compatible with select LG gram laptops - LG cable adapters deliver more efficiency for higher productivity,"[{""priority"": ""1"", ""bullet_feature"": ""USB-C to Ethernet Adapter 10/100Mbps""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""EAD63769504""}]",https://lg.com/us/computer-accessories/lg-ead63769504-laptop-power-adapter-cable,2020-09-29T00:00:00+00:00,Y
AKB75695302,MD07516531,LG Projector Remote Control AKB75695302,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",56.69,56.6900,Easily adjust projector settings with this Projector Remote Control.,"[{""priority"": ""1"", ""bullet_feature"": ""LG Projector Remote Control""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""AKB75695302""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb75695302-projector-remote-control,2020-09-29T00:00:00+00:00,Y
AKB73616431,MD07516532,LG Projector Remote Control AKB73616431,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",30.44,30.4400,Control your LG projector with ease using this remote control.,"[{""priority"": ""1"", ""bullet_feature"": ""Full Function Standard Projector Remote Control""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""AKB73616431""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb73616431-projector-remote-control,2020-09-29T00:00:00+00:00,Y
AKB73616420,MD07517072,LG Projector Remote Control AKB73616420,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",30.44,30.4400,Effortlessly manage projector settings with the LG Projector Remote.,"[{""priority"": ""1"", ""bullet_feature"": ""Standard Projector Remote Control""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""AKB73616420""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb73616420-projector-remote-control,2020-09-29T00:00:00+00:00,Y
AKB75055701,MD07517074,LG Projector Remote Control AKB75055701,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",18.89,18.8900,Take control of your LG projector with this Projector Remote.,"[{""priority"": ""1"", ""bullet_feature"": ""Standard Projector Remote Control""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""AKB75055701""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb75055701-projector-remote-control,2020-09-29T00:00:00+00:00,Y
AKB74915376,MD07517075,LG Projector Remote Control AKB74915376,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",22.04,22.0400,Have hassle-free control of your projector with the Projector Remote.,"[{""priority"": ""1"", ""bullet_feature"": ""Standard Projector Remote Control""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""AKB74915376""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb74915376-projector-remote-control,2020-09-29T00:00:00+00:00,Y
AKB75735303,MD07517077,LG Projector Remote Control AKB75735303,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",68.24,68.2400,Have full control of your projector with this remote control.,"[{""priority"": ""1"", ""bullet_feature"": ""Magic Lighting Remote Control for Projector""}, {""priority"": ""2"", ""bullet_feature"": ""Voice Recognition""}, {""priority"": ""3"", ""bullet_feature"": ""White Color""}, {""priority"": ""4"", ""bullet_feature"": ""AKB75735303""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb75735303-projector-remote-control,2020-09-29T00:00:00+00:00,Y
AKB75095388,MD07517078,LG Projector Remote Control AKB75095388,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",18.89,18.8900,Seamlessly control your projector with the LG Projector Remote.,"[{""priority"": ""1"", ""bullet_feature"": ""Full Function Standard Projector Remote Control""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""AKB75095388""}]",https://lg.com/us/tv-audio-video-accessories/lg-akb75095388-projector-remote-control,2020-09-29T00:00:00+00:00,Y
EAD65185202,MD07517081,LG Monitor HDMI 2.0 Cable EAD65185202,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",18.89,18.8900,LG Monitor HDMI 2.0 Cable - EAD65185202 - Designed to take your electronics experience to the next level - Compatible with select LG monitors - White Color Plug - 1.5m,"[{""priority"": ""1"", ""bullet_feature"": ""HDMI 2.0""}, {""priority"": ""2"", ""bullet_feature"": ""White Color Plug""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD65185202""}]",https://lg.com/us/computer-accessories/lg-ead65185202-hdmi-monitor-power-cable,2020-09-29T00:00:00+00:00,Y
EAD65185203,MD07517083,LG Monitor HDMI 2.0 Cable EAD65185203,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",18.89,18.8900,LG Monitor HDMI 2.0 Cable - EAD65185203 - Designed to take your electronics experience to the next level - Compatible with select LG monitors - Black Color Plug - 1.8m,"[{""priority"": ""1"", ""bullet_feature"": ""HDMI 2.0""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.8m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD65185203""}]",https://lg.com/us/computer-accessories/lg-ead65185203-hdmi-monitor-power-cable,2020-09-29T00:00:00+00:00,Y
EAD65185303,MD07517084,LG Monitor Display Port Cable EAD65185303,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",30.44,30.4400,LG Monitor Display Port Cable - EAD65185303 - Designed to take your electronics experience to the next level - Compatible with select LG monitors - Black Color Plug - 1.8m,"[{""priority"": ""1"", ""bullet_feature"": ""Display Port""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.8m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD65185303""}]",https://lg.com/us/computer-accessories/lg-ead65185303-monitor-power-cable,2020-09-29T00:00:00+00:00,Y
EAD63988302,MD07517086,LG Monitor USB Type-C Cable EAD63988302,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",204.74,204.7400,LG Monitor USB Type-C™ Cable - EAD63988302 - Designed to take your electronics experience to the next level - Compatible with select LG monitors - White Color Plug - 1.5m,"[{""priority"": ""1"", ""bullet_feature"": ""USB Type-C""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD63988302""}]",https://lg.com/us/computer-accessories/lg-ead63988302-monitor-power-cable,2020-09-29T00:00:00+00:00,Y
3911EZ9131X,MD07517125,LG Dryer Side Vent 3911EZ9131X,"[""appliances"", ""appliances_accessories"", ""b2c"", ""laundry_accessories""]",69.99,69.9900,LG Dryer Side Vent - 3911EZ9131X - LG dryer side vent replacement part - LG laundry accessories are the perfect companions for your state-of-the-art LG washers & dryers,"[{""priority"": ""1"", ""bullet_feature"": ""Replacement Part""}, {""priority"": ""2"", ""bullet_feature"": ""Dryer Side Vent 3911EZ9131X""}]",https://lg.com/us/appliances-accessories/lg-3911ez9131x-dryer-side-vent,2020-09-29T00:00:00+00:00,Y
EAD64766701,MD07517138,LG Monitor USB 2.0 Cable EAD64766701,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",13.64,13.6400,LG Monitor USB 2.0 Cable - EAD64766701 - Designed to take your electronics experience to the next level - Compatible with 34BK95U-W and 34WK95U-W LG monitors - White - 1.5m,"[{""priority"": ""1"", ""bullet_feature"": ""USB 2.0""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD64766701""}]",https://lg.com/us/computer-accessories/lg-ead64766701-monitor-power-cable,2020-09-29T00:00:00+00:00,Y
MEC61904928,MD07517139,LG Monitor Wall Mount Bracket MEC61904928,"[""b2c"", ""computing"", ""computing_accessories"", ""wall_mounts""]",170.09,170.0900,LG Monitor Wall Mount Bracket - MEC61904928 - LG designs to enhance your computer experience while making life good - Compatible with most LG monitors,"[{""priority"": ""1"", ""bullet_feature"": ""Wall mount bracket""}, {""priority"": ""2"", ""bullet_feature"": ""Compatible with most of LG monitors.""}, {""priority"": ""3"", ""bullet_feature"": ""MEC61904928""}]",https://lg.com/us/computer-accessories/lg-mec61904928-monitor-wall-mount,2020-09-29T00:00:00+00:00,Y
EAY65249001,MD07517140,LG Laptop AC Adapter EAY65249001,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",68.24,68.2400,LG Laptop AC Adapter - 48W - 3mm plug - 100-240V 19V 2.53A 50/60Hz - Compatible with select LG gram laptops - LG cable adapters deliver more efficiency for higher productivity,"[{""priority"": ""1"", ""bullet_feature"": ""100-240V 19V 2.53A 50/60Hz""}, {""priority"": ""2"", ""bullet_feature"": ""48W""}, {""priority"": ""3"", ""bullet_feature"": ""3mm plug""}, {""priority"": ""4"", ""bullet_feature"": ""White Color""}, {""priority"": ""5"", ""bullet_feature"": ""EAY65249001""}]",https://lg.com/us/computer-accessories/lg-eay65249001-laptop-adapter,2020-09-29T00:00:00+00:00,Y
EAD64185903,MD07518758,LG Laptop LAN Adapter EAD64185903,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",56.69,56.6900,"LG Laptop LAN Adapter - USB-C to Ethernet Adapter 10/100/1000Mbps - Compatible with 13Z980-U, 14Z90N-N,14Z90N-U and 17Z90N-N - LG cable adapters deliver more efficiency","[{""priority"": ""1"", ""bullet_feature"": ""USB-C to Ethernet Adapter 10/100/1000Mbps""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""EAD64185903""}]",https://lg.com/us/computer-accessories/lg-ead64185903-laptop-power-adapter-cable,2020-10-30T00:00:00+00:00,Y
EAD65185301,MD07518759,LG Monitor Port Cable EAD65185301,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",30.44,30.4400,LG Monitor Port Cable - EAD65185301 - Designed to take your electronics experience to the next level - Compatible with select LG monitors - Black color - 1.5m - Display Port,"[{""priority"": ""1"", ""bullet_feature"": ""Display Port""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD65185301""}]",https://lg.com/us/computer-accessories/lg-ead65185301-monitor-power-cable,2020-10-30T00:00:00+00:00,Y
EAD65185302,MD07518760,LG Monitor Port Cable EAD65185302,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",30.44,30.4400,LG Monitor Port Cable - EAD65185302 - Designed to take your electronics experience to the next level - Compatible with select LG monitors - White color - 1.5m - Display Port,"[{""priority"": ""1"", ""bullet_feature"": ""Display Port""}, {""priority"": ""2"", ""bullet_feature"": ""White Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD65185302""}]",https://lg.com/us/computer-accessories/lg-ead65185302-monitor-power-cable,2020-10-30T00:00:00+00:00,Y
EAD63932606,MD07518761,LG Monitor USB Type-C Cable EAD63932606,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",56.69,56.6900,LG Monitor USB Type-C™ Cable - EAD63932606 - Designed to take your electronics experience to the next level - Compatible with 27UK670-B and 43UN700T-B monitors - Black - 1.5m,"[{""priority"": ""1"", ""bullet_feature"": ""USB Type-C""}, {""priority"": ""2"", ""bullet_feature"": ""Black Color""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}, {""priority"": ""4"", ""bullet_feature"": ""EAD63932606""}]",https://lg.com/us/computer-accessories/lg-ead63932606-monitor-power-cable,2020-10-30T00:00:00+00:00,Y
PN1,MD07519365,LG XBOOM Go PN1,"[""audio"", ""b2c"", ""collections"", ""gift_guide"", ""gifts_under_200"", ""portable_bluetooth_speakers"", ""speakers""]",49.99,49.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Slimmer, lighter design""}, {""priority"": ""2"", ""bullet_feature"": ""Keep the Hits Coming with 5 Hours¹ of Battery Life ""}, {""priority"": ""3"", ""bullet_feature"": ""IPX5 Water-Resistant² So You Can Keep Jamming Without the Worry of Water Hitting Your Speaker""}, {""priority"": ""4"", ""bullet_feature"": ""Convenient Voice Command""}, {""priority"": ""5"", ""bullet_feature"": ""Wirelessly Link Two Speakers for Big, Immersive Sound""}, {""priority"": ""6"", ""bullet_feature"": ""USB Type-C Charging""}]",https://lg.com/us/speakers/lg-pn1-portable-bluetooth-speaker,2020-12-21T00:00:00+00:00,Y
32GN600-B,MD07519557,32 Inch UltraGear QHD 1440P 165Hz HDR10 Monitor with FreeSync™ Premium,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",349.99,229.0000,LG 32'' UltraGear™ QHD 165Hz HDR10 Monitor with FreeSync™ Premium - 32GN600-B - #1 Gaming-designed monitor brand in the U.S. - 3-Side Virtually Borderless Display,"[{""priority"": ""1"", ""bullet_feature"": ""32\"" QHD (2560 x 1440) Display""}, {""priority"": ""2"", ""bullet_feature"": ""165Hz Refresh Rate with 1ms MBR""}, {""priority"": ""3"", ""bullet_feature"": ""sRGB 95% Color Gamut""}, {""priority"": ""4"", ""bullet_feature"": ""HDR10""}, {""priority"": ""5"", ""bullet_feature"": ""AMD FreeSync™ Premium""}, {""priority"": ""6"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}]",https://lg.com/us/monitors/lg-32gn600-b-gaming-monitor,2020-11-29T00:00:00+00:00,Y
32GN550-B,MD07519941,32 Inch UltraGear FHD 165Hz HDR10 Monitor with G-SYNC Compatibility,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",299.99,229.9900,LG 32'' UltraGear™ FHD 165Hz HDR10 Monitor with G-SYNC Compatibility - 32GN550-B - #1 Gaming-designed monitor brand in the U.S. - AMD FreeSync™ Premium - Adjustable Stand,"[{""priority"": ""1"", ""bullet_feature"": ""32\"" FHD (1920 x 1080) Display""}, {""priority"": ""2"", ""bullet_feature"": ""165Hz Refresh Rate and 1ms Response Time with MBR""}, {""priority"": ""3"", ""bullet_feature"": ""NVIDIA G-SYNC Compatible with With AMD FreeSync Premium""}, {""priority"": ""4"", ""bullet_feature"": ""sRGB 95% Color Gamut with HDR10""}, {""priority"": ""5"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}, {""priority"": ""6"", ""bullet_feature"": ""Tilt/Height/Pivot Adjustable Stand""}]",https://lg.com/us/monitors/lg-32gn550-b-gaming-monitor,2020-12-15T00:00:00+00:00,Y
34WP65G-B,MD07520035,34 Inch UltraWide FHD HDR FreeSync Monitor with USB Type-C,"[""b2c"", ""computing"", ""monitors"", ""ultrawide""]",399.99,399.9900,LG 34'' UltraWide™ FHD HDR FreeSync™ Monitor with USB Type-C™ - 34WP65G-B - #1 UltraWide™ monitor brand in the U.S. for 3 years in a row - 3-Side Virtually Borderless Display,"[{""priority"": ""1"", ""bullet_feature"": ""34\"" UltraWide FHD (2560 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 99% sRGB Color Gamut Expression with VESA DisplayHDR 400""}, {""priority"": ""3"", ""bullet_feature"": ""USB Type-C Connectivity""}, {""priority"": ""4"", ""bullet_feature"": ""AMD FreeSync with 1ms MBR and Refresh Rate 75Hz""}, {""priority"": ""5"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}, {""priority"": ""6"", ""bullet_feature"": ""Tilt/Height Adjustable Stand""}]",https://lg.com/us/monitors/lg-34wp65g-b-ultrawide-monitor,2020-12-29T00:00:00+00:00,Y
