sku,model_number,name,category,msrp,final_price,description,bullet_features,uri,release_date,in_stock
27U631A-B,MD09033770,27 Inch QHD IPS 100Hz Monitor with HDR10 and USB Type-C™ 15W PD,"[""b2c"", ""b2c_qhd_monitors"", ""computing"", ""monitors""]",249.99,189.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27\"" QHD (2560x1440) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""USB Type-C 15W Power Delivery""}, {""priority"": ""3"", ""bullet_feature"": ""HDR10 with up to 99% sRGB color gamut expression""}, {""priority"": ""4"", ""bullet_feature"": ""100Hz Refresh Rate, Dynamic Action Sync, Black Stabilizer""}, {""priority"": ""5"", ""bullet_feature"": ""3-Side Borderless Design""}, {""priority"": ""6"", ""bullet_feature"": ""Reader Mode, Super Slim Stand""}, {""priority"": ""7"", ""bullet_feature"": ""Customize Your Screen View with the Switch App¹""}]",https://lg.com/us/monitors/lg-27u631a-b-qhd-monitor,2025-02-24T00:00:00+00:00,Y
75QNED85AUA,MD09033780,75 Inch Class LG QNED evo AI QNED85A 4K Smart TV 2025,"[""b2c"", ""qned_evo_tvs"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",1799.00,1099.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""With Dynamic QNED Color & 100% Color Volume⁸, see vivid color for a lifelike picture""}, {""priority"": ""2"", ""bullet_feature"": ""MiniLED Backlighting with Dimming Pro improves contrast with more precise lighting control""}, {""priority"": ""3"", ""bullet_feature"": ""The Alpha 8 AI Processor Gen2 provides advanced AI for optimized images and audio""}, {""priority"": ""4"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience\t""}, {""priority"": ""5"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™\t""}, {""priority"": ""6"", ""bullet_feature"": ""Keep up with the action with a 120Hz refresh rate\t""}, {""priority"": ""7"", ""bullet_feature"": ""Stay in the action with real-time play and virtually no tearing""}, {""priority"": ""8"", ""bullet_feature"": ""LG’s Award-winning Smart TV platform powered by webOS. Get access to apps & view over 350 free LG Channels. Plus get software updates with webOS Re:New⁴""}]",https://lg.com/us/tvs/lg-75qned85aua-qned-4k-tv,2025-02-28T00:00:00+00:00,Y
27GX790A-B,MD09033786,27 Inch UltraGear OLED QHD 1440P 480Hz 0.03ms G-Sync® Compatible DisplayPort 2.1 Gaming Monitor,"[""b2c"", ""computing"", ""monitors"", ""ultragear"", ""ultragear_oled_gaming_monitors""]",999.99,999.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Shockingly fast, tear-free gaming up to 480Hz & 0.03ms on a bright 27” OLED screen""}, {""priority"": ""2"", ""bullet_feature"": ""DisplayPort 2.1 bandwidth ensures ultra-smooth, fluid motion at up to 480Hz¹""}, {""priority"": ""3"", ""bullet_feature"": ""Stunning and bright OLED visuals with rich color, deep blacks, and 1.5M:1 contrast""}, {""priority"": ""4"", ""bullet_feature"": ""Seamless frame sync with FreeSync™ Premium Pro and G-Sync® for stutter-free gaming""}, {""priority"": ""5"", ""bullet_feature"": ""Virtually borderless 27” OLED with adjustable screen and RGB lighting for a custom setup""}]",https://lg.com/us/monitors/lg-27gx790a-b-gaming-monitor,2024-11-23T00:00:00+00:00,Y
OLED97G5WUA,MD09033792,97 Inch Class LG OLED evo AI G5 4K Smart TV 2025 with Supplied Wall Mount,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",24999.99,24999.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The LG G5 is the best TV I have ever tested.-CNET""}, {""priority"": ""2"", ""bullet_feature"": ""Bright Room Ready performs great no matter the room or the lighting""}, {""priority"": ""3"", ""bullet_feature"": ""Brightness Booster Max technology magnifies each individual pixel for remarkably luminous detail""}, {""priority"": ""4"", ""bullet_feature"": ""LG’s Most Powerful AI Processor, the Alpha 11 AI Processor Gen2 AI for a personalized experience, spectacular picture & sound with AI Picture Pro & AI Super Upscaling²""}, {""priority"": ""5"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹³""}, {""priority"": ""6"", ""bullet_feature"": ""5 Year panel warranty³ and industry-leading OLED Care+ so you'll enjoy OLED for years to come""}, {""priority"": ""7"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™⁴""}, {""priority"": ""8"", ""bullet_feature"": ""LG’s Award-winning Smart TV platform powered by webOS. Get access to apps & view over 350 free LG Channels. Plus get software updates with webOS Re:New⁵""}]",https://lg.com/us/tvs/lg-oled97g5wua-oled-4k-tv,2025-01-31T00:00:00+00:00,Y
86QNED85AUA,MD09033796,86 Inch Class LG QNED evo AI QNED85A Mini LED 4K Smart TV 2025,"[""b2c"", ""qned_evo_tvs"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",2499.00,1599.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""With Dynamic QNED Color & 100% Color Volume⁸, see vivid color for a lifelike picture""}, {""priority"": ""2"", ""bullet_feature"": ""MiniLED Backlighting with Dimming Pro improves contrast with more precise lighting control""}, {""priority"": ""3"", ""bullet_feature"": ""The Alpha 8 AI Processor Gen2 provides advanced AI for optimized images and audio""}, {""priority"": ""4"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience\t""}, {""priority"": ""5"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™""}, {""priority"": ""6"", ""bullet_feature"": ""Keep up with the action with a 120Hz refresh rate\t""}, {""priority"": ""7"", ""bullet_feature"": ""Stay in the action with real-time play and virtually no tearing""}, {""priority"": ""8"", ""bullet_feature"": ""LG’s Award-winning Smart TV platform powered by webOS. Get access to apps & view over 350 free LG Channels. Plus get software updates with webOS Re:New⁴""}]",https://lg.com/us/tvs/lg-86qned85aua-qned-4k-tv,2025-02-28T00:00:00+00:00,Y
27U421A-B,MD09033797,27 Inch FHD 100Hz HDR10 Curved Monitor with USB Type-C 15W PD,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",149.99,149.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Full HD clarity and vibrant color on a curve built for everyday focus""}, {""priority"": ""2"", ""bullet_feature"": ""100Hz refresh rate keeps motion smooth for work, play, and everything else""}, {""priority"": ""3"", ""bullet_feature"": ""USB-C and HDMI keep connections simple, clean, and ready for anything""}, {""priority"": ""4"", ""bullet_feature"": ""Dynamic Action Sync cuts input lag for faster, more responsive gameplay""}, {""priority"": ""5"", ""bullet_feature"": ""Black Stabilizer boosts visibility in dark scenes for a competitive edge""}, {""priority"": ""6"", ""bullet_feature"": ""Customize Your Screen View with the Switch App¹""}, {""priority"": ""7"", ""bullet_feature"": ""Ultra-slim stand frees up desk space for a cleaner, simpler setup""}, {""priority"": ""8"", ""bullet_feature"": ""Three-side narrow bezel for more screen space and fewer distractions""}]",https://lg.com/us/monitors/lg-27u421a-b-fhd-monitor,2025-04-28T00:00:00+00:00,Y
OLED55B5PUA,MD09033826,55 Inch Class LG OLED AI B5 4K Smart TV 2025,"[""b2c"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",1499.99,899.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""World's No.1 OLED TV Brand¹, Celebrating 12 years of perfecting award-winning OLED TV technology""}, {""priority"": ""2"", ""bullet_feature"": ""The Alpha 8 AI Processor Gen2 provides advanced AI for optimized images and audio""}, {""priority"": ""3"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹⁰""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™³""}, {""priority"": ""5"", ""bullet_feature"": ""Packed with gaming features like NVIDIA G-Sync and 120Hz refresh rate""}, {""priority"": ""6"", ""bullet_feature"": ""LG’s Award winning Smart TV platform powered by webOS. Get access to apps & view over 350 free LG Channels. Plus with LG’s Re:New Program enjoy future software updates and feature refreshes.⁴""}, {""priority"": ""7"", ""bullet_feature"": ""Personalized Picture & Sound Wizard for a Customized Experience""}, {""priority"": ""8"", ""bullet_feature"": ""Personalized search and recommendations with AI Search / Concierge""}]",https://lg.com/us/tvs/lg-oled55b5pua-oled-4k-tv,2025-05-26T00:00:00+00:00,Y
OLED83G5WUA,MD09033837,83 Inch Class LG OLED evo AI G5 4K Smart TV 2025 with Supplied Wall Mount,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",6499.99,4999.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The LG G5 is the best TV I have ever tested.-CNET""}, {""priority"": ""2"", ""bullet_feature"": ""Brightness Booster Ultimate magnifies each individual pixel for remarkably luminous detail""}, {""priority"": ""3"", ""bullet_feature"": ""Bright Room Ready performs great no matter the room or the lighting""}, {""priority"": ""4"", ""bullet_feature"": ""LG’s Most Powerful AI Processor, the Alpha 11 AI Processor Gen2 AI for a personalized experience, spectacular picture & sound with AI Picture Pro & AI Super Upscaling²""}, {""priority"": ""5"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹³""}, {""priority"": ""6"", ""bullet_feature"": ""5 Year panel warranty³ and industry-leading OLED Care+ so you'll enjoy OLED for years to come""}, {""priority"": ""7"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™⁴""}, {""priority"": ""8"", ""bullet_feature"": ""Ultimate Gaming with 165Hz Refresh Rate*, NVIDIA G-Sync, AMD FreeSync Premium and 0.1ms response time⁷""}]",https://lg.com/us/tvs/lg-oled83g5wua-oled-4k-tv,2025-01-31T00:00:00+00:00,Y
OLED77G5WUA,MD09033846,77 Inch Class LG OLED evo AI G5 4K Smart TV 2025 with Supplied Wall Mount,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",4499.99,3499.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""The LG G5 is the best TV I have ever tested.-CNET""}, {""priority"": ""2"", ""bullet_feature"": ""Brightness Booster Ultimate magnifies each individual pixel for remarkably luminous detail""}, {""priority"": ""3"", ""bullet_feature"": ""Bright Room Ready performs great no matter the room or the lighting""}, {""priority"": ""4"", ""bullet_feature"": ""LG’s Most Powerful AI Processor, the Alpha 11 AI Processor Gen2 AI for a personalized experience, spectacular picture & sound with AI Picture Pro & AI Super Upscaling²""}, {""priority"": ""5"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹³""}, {""priority"": ""6"", ""bullet_feature"": ""5 Year panel warranty³ and industry-leading OLED Care+ so you'll enjoy OLED for years to come""}, {""priority"": ""7"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™⁴""}, {""priority"": ""8"", ""bullet_feature"": ""Ultimate Gaming with 165Hz Refresh Rate*, NVIDIA G-Sync, AMD FreeSync Premium and 0.1ms response time⁷""}]",https://lg.com/us/tvs/lg-oled77g5wua-oled-4k-tv,2025-01-31T00:00:00+00:00,Y
17Z90RU-G.AAB2U1,MD09033854,"LG gram 17 Inch Lightweight Laptop, Intel® 13th Gen Core® i5 Platform, Windows 11 Home, 16GB RAM, 512GB SSD, Black","[""b2c"", ""computing"", ""laptops"", ""lg_gram_notebooks""]",1499.99,899.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""17” WQXGA (2560x1600) Anti-Glare IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""Windows 11 Home""}, {""priority"": ""3"", ""bullet_feature"": ""Intel® 13th Gen Intel® Core™ i5-1334U processors""}, {""priority"": ""4"", ""bullet_feature"": ""Intel Iris Xe Graphics""}, {""priority"": ""5"", ""bullet_feature"": ""16GB LPDDR4X RAM""}, {""priority"": ""6"", ""bullet_feature"": ""512GB NVMe SSD""}]",https://lg.com/us/laptops/lg-17z90ru-g.aab2u1-gram-laptop,2024-11-30T00:00:00+00:00,Y
32UP83AK-W,MD09033858,32 Inch UHD UltraFine™ Monitor with HDR10 and USB Type-C™,"[""b2c"", ""computing"", ""monitors"", ""ultrafine""]",429.99,429.9900,See HD details on a large screen with LG's 32UP83A-W 4K Monitor.,"[{""priority"": ""1"", ""bullet_feature"": ""32” 4K UHD (3840 x 2160) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 95% DCI-P3 color gamut with HDR10""}, {""priority"": ""3"", ""bullet_feature"": ""USB Type-C 60W PD""}, {""priority"": ""4"", ""bullet_feature"": ""3-Side Virtually Borderless Design""}, {""priority"": ""5"", ""bullet_feature"": ""Built-in Speaker""}, {""priority"": ""6"", ""bullet_feature"": ""Tilt/Height/Pivot Adjustable Stand""}]",https://lg.com/us/monitors/lg-32up83ak-w-4k-uhd-led-monitor,2025-01-24T00:00:00+00:00,Y
MR25GA,MD09033889,2025 Magic Remote Control,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories"", ""tv_and_home_theater_accessories_remotes""]",49.99,49.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Universal Magic Remote""}, {""priority"": ""2"", ""bullet_feature"": ""Intelligent Voice Recognition""}, {""priority"": ""3"", ""bullet_feature"": ""Intuitive Mouse Like Pointing and Wheel Control""}, {""priority"": ""4"", ""bullet_feature"": ""Compatible with the following 2025 TV's: OLED G5, C5, B5 series, QNED 92A, 85A, 80A Series, UA77 Series""}]",https://lg.com/us/tv-home-theater-accessories/lg-mr25ga-magic-remote,2025-07-13T00:00:00+00:00,Y
65QNED82AUA,MD09033915,65 Inch Class LG QNED AI QNED82A 4K Smart TV 2025,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",749.00,549.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Dynamic QNED Color and 100% Color Volume¹ provide a truly immersive and captivating visual experience""}, {""priority"": ""2"", ""bullet_feature"": ""Dimming Pro improves contrast with more precise lighting control""}, {""priority"": ""3"", ""bullet_feature"": ""A thrilling watching experience powered by the Alpha 7 AI Processor Gen8""}, {""priority"": ""4"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience""}, {""priority"": ""5"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™""}, {""priority"": ""6"", ""bullet_feature"": ""Powerful Gameplay with LG Game Optimizer""}, {""priority"": ""7"", ""bullet_feature"": ""LG’s Award winning Smart TV platform powered by webOS. Get access to apps & view over 300 free LG Channels. Plus get up to 5 years of software updates with webOS Re:New²""}, {""priority"": ""8"", ""bullet_feature"": ""Personalized Picture & Sound Wizard for a Customized Experience""}]",https://lg.com/us/tvs/lg-65qned82aua-qned-4k-tv,2025-04-21T00:00:00+00:00,Y
86QNED82AUA,MD09033922,86 Inch Class LG QNED AI QNED82A 4K Smart TV 2025,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",1699.00,1299.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Dynamic QNED Color and 100% Color Volume¹ provide a truly immersive and captivating visual experience""}, {""priority"": ""2"", ""bullet_feature"": ""Dimming Pro improves contrast with more precise lighting control""}, {""priority"": ""3"", ""bullet_feature"": ""A thrilling watching experience powered by the Alpha 7 AI Processor Gen8""}, {""priority"": ""4"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience""}, {""priority"": ""5"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™""}, {""priority"": ""6"", ""bullet_feature"": ""Powerful Gameplay with LG Game Optimizer""}, {""priority"": ""7"", ""bullet_feature"": ""LG’s Award winning Smart TV platform powered by webOS. Get access to apps & view over 300 free LG Channels. Plus get up to 5 years of software updates with webOS Re:New²""}, {""priority"": ""8"", ""bullet_feature"": ""Personalized Picture & Sound Wizard for a Customized Experience""}]",https://lg.com/us/tvs/lg-86qned82aua-qned-4k-tv,2025-04-21T00:00:00+00:00,Y
27UP850K-W,MD09033926,27 Inch 4K UHD UltraFine™ IPS Monitor with VESA DisplayHDR™ 400 and USB Type-C™,"[""b2c"", ""computing"", ""monitors"", ""ultrafine""]",379.99,379.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27” 4K UHD (3840x2160) screen with up to 95% DCI-P3 for sharp detail and vibrant color""}, {""priority"": ""2"", ""bullet_feature"": ""VESA DisplayHDR 400 delivers vivid color and brightness for rich, dynamic visuals""}, {""priority"": ""3"", ""bullet_feature"": ""Up to 95% DCI-P3 brings HDR content to life with impeccable, stunning color""}, {""priority"": ""4"", ""bullet_feature"": ""Black Stabilizer brightens dark scenes for better visibility for the edge gamers crave""}, {""priority"": ""5"", ""bullet_feature"": ""Dynamic Action Sync minimizes input lag for ultra-responsive gameplay""}, {""priority"": ""6"", ""bullet_feature"": ""LG Switch app splits your screen, customizes layouts, and streamlines work and play¹""}, {""priority"": ""7"", ""bullet_feature"": ""Customize your view with an ergonomic stand that adjusts height, tilt, and pivot""}]",https://lg.com/us/monitors/lg-27up850k-w-4k-uhd-led-monitor,2025-01-24T00:00:00+00:00,Y
100QNED85AU,MD09033981,100 Inch Class LG QNED evo AI QNED85A Mini LED 4K Smart TV 2025,"[""b2c"", ""qned_evo_tvs"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",4999.00,3699.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Step into a world of unparalleled visual splendor with a 100-inch TV\t""}, {""priority"": ""2"", ""bullet_feature"": ""With Dynamic QNED Color & 100% Color Volume⁸, see vivid color for a lifelike picture""}, {""priority"": ""3"", ""bullet_feature"": ""MiniLED Backlighting with Precision Dimming improves contrast with more precise lighting control""}, {""priority"": ""4"", ""bullet_feature"": ""The Alpha 8 AI Processor Gen2 provides advanced AI for optimized images and audio""}, {""priority"": ""5"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience\t""}, {""priority"": ""6"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™""}, {""priority"": ""7"", ""bullet_feature"": ""Keep up with the action with a 120Hz refresh rate\t""}, {""priority"": ""8"", ""bullet_feature"": ""Stay in the action with real-time play and virtually no tearing""}]",https://lg.com/us/tvs/lg-100qned85au-qned-4k-tv,2025-02-28T00:00:00+00:00,Y
OLED48C5PUA,MD09034019,48 Inch Class LG OLED evo AI C5 4K Smart TV 2025,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",1599.99,1099.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""World's No.1 OLED TV Brand¹, Celebrating 12 years of perfecting award-winning OLED TV technology\t""}, {""priority"": ""2"", ""bullet_feature"": ""Alpha 9 AI Processor Gen8 provides smooth, crisp picture and sound with AI Picture Pro and AI Super Upscaling²""}, {""priority"": ""3"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹¹""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™³""}, {""priority"": ""5"", ""bullet_feature"": ""Ultimate Gaming with 144Hz Refresh Rate⁴, NVIDIA G-Sync, AMD FreeSync Premium and 0.1ms response time""}, {""priority"": ""6"", ""bullet_feature"": ""LG’s Award-winning Smart TV platform powered by webOS. Get access to apps & view over 350 free LG Channels. Plus get software updates with webOS Re:New⁵""}, {""priority"": ""7"", ""bullet_feature"": ""Personalized Picture & Sound Wizard""}]",https://lg.com/us/tvs/lg-oled48c5pua-oled-4k-tv,2025-02-15T00:00:00+00:00,Y
75QNED82AUA,MD09034026,75 Inch Class LG QNED AI QNED82A 4K Smart TV 2025,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",1049.00,749.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Dynamic QNED Color and 100% Color Volume¹ provide a truly immersive and captivating visual experience""}, {""priority"": ""2"", ""bullet_feature"": ""Dimming Pro improves contrast with more precise lighting control""}, {""priority"": ""3"", ""bullet_feature"": ""A thrilling watching experience powered by the Alpha 7 AI Processor Gen8""}, {""priority"": ""4"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience""}, {""priority"": ""5"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™""}, {""priority"": ""6"", ""bullet_feature"": ""Powerful Gameplay with LG Game Optimizer""}, {""priority"": ""7"", ""bullet_feature"": ""LG’s Award winning Smart TV platform powered by webOS. Get access to apps & view over 300 free LG Channels. Plus get up to 5 years of software updates with webOS Re:New²""}, {""priority"": ""8"", ""bullet_feature"": ""Personalized Picture & Sound Wizard for a Customized Experience""}]",https://lg.com/us/tvs/lg-75qned82aua-qned-4k-tv,2025-04-21T00:00:00+00:00,Y
OLED83C5PUA,MD09034027,83 Inch Class LG OLED evo AI C5 4K Smart TV 2025,"[""b2c"", ""oled_evo_tvs"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",5399.99,3199.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""World's No.1 OLED TV Brand¹, Celebrating 12 years of perfecting award-winning OLED TV technology""}, {""priority"": ""2"", ""bullet_feature"": ""Brightness Booster magnifies each individual pixel for remarkably luminous detail""}, {""priority"": ""3"", ""bullet_feature"": ""Bright Room Ready performs great no matter the room or the lighting""}, {""priority"": ""4"", ""bullet_feature"": ""Alpha 9 AI Processor Gen8 provides smooth, crisp picture and sound with AI Picture Pro and AI Super Upscaling²""}, {""priority"": ""5"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹¹""}, {""priority"": ""6"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™³""}, {""priority"": ""7"", ""bullet_feature"": ""Ultimate Gaming with 144Hz Refresh Rate⁴, NVIDIA G-Sync, AMD FreeSync Premium and 0.1ms response time""}, {""priority"": ""8"", ""bullet_feature"": ""LG’s Award-winning Smart TV platform powered by webOS. Get access to apps & view over 350 free LG Channels. Plus get software updates with webOS Re:New⁵""}]",https://lg.com/us/tvs/lg-oled83c5pua-oled-4k-tv,2025-02-15T00:00:00+00:00,Y
55QNED82AUA,MD09034032,55 Inch Class LG QNED AI QNED82A 4K Smart TV 2025,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",599.00,449.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Dynamic QNED Color and 100% Color Volume¹ provide a truly immersive and captivating visual experience""}, {""priority"": ""2"", ""bullet_feature"": ""A thrilling watching experience powered by the Alpha 7 AI Processor Gen8""}, {""priority"": ""3"", ""bullet_feature"": ""HDR10 Pro delivers a dramatic visual experience""}, {""priority"": ""4"", ""bullet_feature"": ""See it as the Director intended with FILMMAKER MODE™""}, {""priority"": ""5"", ""bullet_feature"": ""Powerful Gameplay with LG Game Optimizer""}, {""priority"": ""6"", ""bullet_feature"": ""LG’s Award winning Smart TV platform powered by webOS. Get access to apps & view over 300 free LG Channels. Plus get up to 5 years of software updates with webOS Re:New²""}, {""priority"": ""7"", ""bullet_feature"": ""Personalized Picture & Sound Wizard for a Customized Experience""}, {""priority"": ""8"", ""bullet_feature"": ""Personalized search and recommendations with AI Search / Concierge""}]",https://lg.com/us/tvs/lg-55qned82aua-qned-4k-tv,2025-04-21T00:00:00+00:00,Y
OLED83B5PUA,MD09034041,83 Inch Class LG OLED AI B5 4K Smart TV 2025,"[""b2c"", ""oled_tvs"", ""tv_and_home_theater"", ""tvs""]",4499.00,1999.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""World's No.1 OLED TV Brand¹, Celebrating 12 years of perfecting award-winning OLED TV technology""}, {""priority"": ""2"", ""bullet_feature"": ""The Alpha 8 AI Processor Gen2 provides advanced AI for optimized images and audio""}, {""priority"": ""3"", ""bullet_feature"": ""With OLED’s over 8.3 million self-lit smart pixels see perfect black and perfect color¹⁰""}, {""priority"": ""4"", ""bullet_feature"": ""Enjoy movie magic from home with Dolby Vision®, Dolby Atmos® & FILMMAKER MODE™³""}, {""priority"": ""5"", ""bullet_feature"": ""Packed with gaming features like NVIDIA G-Sync and 120Hz refresh rate""}, {""priority"": ""6"", ""bullet_feature"": ""LG’s Award winning Smart TV platform powered by webOS. Get access to apps & view over 300 free LG Channels. Plus get up to 5 years of software updates with webOS Re:New⁴""}, {""priority"": ""7"", ""bullet_feature"": ""Personalized Picture & Sound Wizard for a Customized Experience""}, {""priority"": ""8"", ""bullet_feature"": ""Personalized search and recommendations with AI Search / Concierge""}]",https://lg.com/us/tvs/lg-oled83b5pua-oled-4k-tv,2025-03-15T00:00:00+00:00,Y
27MS540W-B,MD09034058,27 Inch IPS Full HD 100Hz Borderless Design Monitor,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",129.99,129.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27” IPS Full HD display""}, {""priority"": ""2"", ""bullet_feature"": ""100Hz Refresh Rate""}, {""priority"": ""3"", ""bullet_feature"": ""3-side Virtually Borderless design""}, {""priority"": ""4"", ""bullet_feature"": ""Reader Mode / Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""5ms (GtG) response time""}, {""priority"": ""6"", ""bullet_feature"": ""Black Stabilizer, Crosshair, and Dynamic Action Sync""}, {""priority"": ""7"", ""bullet_feature"": ""OnScreen Control""}]",https://lg.com/us/monitors/lg-27ms540w-b-fhd-monitor,2025-03-28T00:00:00+00:00,Y
XO2TBE.CUSALLK,MD09034062,"XO2T Bluetooth Speaker LG XBOOM with Omnidirectional Sound, Beige","[""audio"", ""b2c"", ""portable_bluetooth_speakers"", ""speakers""]",199.99,199.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Hear your music come alive with kickin’ bass and crystal-clear mid-tones from every angle.""}, {""priority"": ""2"", ""bullet_feature"": ""Enjoy the freedom of true portability with 15 hours¹  of continuous playback. ""}, {""priority"": ""3"", ""bullet_feature"": ""Enjoy your music without worrying about the weather—indoors or outdoors with IP55 rating²""}, {""priority"": ""4"", ""bullet_feature"": ""360° panorama sound helps you enjoy rich bass and voice clarity regardless of the audio source""}, {""priority"": ""5"", ""bullet_feature"": ""Set your scene with just the right vibe with 3 modes and 9 presets of mood lighting. ""}, {""priority"": ""6"", ""bullet_feature"": ""Control your audio settings, lighting effects, playlists, equalizer and more with the LG XBOOM App ""}]",https://lg.com/us/speakers/lg-xo2tbe-portable-bluetooth-speaker,2024-12-23T00:00:00+00:00,Y
27UP650K-W,MD09034063,27 Inch 4K UHD UltraFine™ IPS Monitor with VESA DisplayHDR™ 400,"[""b2c"", ""computing"", ""monitors"", ""ultrafine""]",379.99,279.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""27” 4K UHD (3840x2160) screen with up to 95% DCI-P3 for sharp detail and vibrant color""}, {""priority"": ""2"", ""bullet_feature"": ""VESA DisplayHDR 400 delivers vivid color and brightness for rich, dynamic visuals""}, {""priority"": ""3"", ""bullet_feature"": ""Up to 95% DCI-P3 brings HDR content to life with impeccable, stunning color""}, {""priority"": ""4"", ""bullet_feature"": ""Black Stabilizer brightens dark scenes for better visibility for the edge gamers crave""}, {""priority"": ""5"", ""bullet_feature"": ""Dynamic Action Sync minimizes input lag for ultra-responsive gameplay""}, {""priority"": ""6"", ""bullet_feature"": ""LG Switch app splits your screen, customizes layouts, and streamlines work and play¹""}, {""priority"": ""7"", ""bullet_feature"": ""Customize your view with an ergonomic stand that adjusts height, tilt, and pivot""}]",https://lg.com/us/monitors/lg-27up650k-w-4k-uhd-led-monitor,2025-02-24T00:00:00+00:00,Y
